v-sweep,v-sweep_1,Vin,Iout,Vout,Vref
0.882,0.882,0.882,-2.07024E-07,0.9,0.9
0.883,0.883,0.883,-1.95991E-07,0.9,0.9
0.884,0.884,0.884,-1.84899E-07,0.9,0.9
0.885,0.885,0.885,-1.73751E-07,0.9,0.9
0.886,0.886,0.886,-1.62551E-07,0.9,0.9
0.887,0.887,0.887,-1.513E-07,0.9,0.9
0.888,0.888,0.888,-1.40003E-07,0.9,0.9
0.889,0.889,0.889,-1.28662E-07,0.9,0.9
0.89,0.89,0.89,-1.17281E-07,0.9,0.9
0.891,0.891,0.891,-1.05862E-07,0.9,0.9
0.892,0.892,0.892,-9.44098E-08,0.9,0.9
0.893,0.893,0.893,-8.29264E-08,0.9,0.9
0.894,0.894,0.894,-7.14156E-08,0.9,0.9
0.895,0.895,0.895,-5.98808E-08,0.9,0.9
0.896,0.896,0.896,-4.83254E-08,0.9,0.9
0.897,0.897,0.897,-3.67529E-08,0.9,0.9
0.898,0.898,0.898,-2.51669E-08,0.9,0.9
0.899,0.899,0.899,-1.35716E-08,0.9,0.9
0.9,0.9,0.9,-2.0067E-09,0.9,0.9
0.901,0.901,0.901,9.07572E-09,0.9,0.9
0.902,0.902,0.902,2.01115E-08,0.9,0.9
0.903,0.903,0.903,3.12944E-08,0.9,0.9
0.904,0.904,0.904,4.25843E-08,0.9,0.9
0.905,0.905,0.905,5.39592E-08,0.9,0.9
0.906,0.906,0.906,6.53801E-08,0.9,0.9
0.907,0.907,0.907,7.68201E-08,0.9,0.9
0.908,0.908,0.908,8.82654E-08,0.9,0.9
0.909,0.909,0.909,9.97059E-08,0.9,0.9
0.91,0.91,0.91,1.11134E-07,0.9,0.9
0.911,0.911,0.911,1.22543E-07,0.9,0.9
0.912,0.912,0.912,1.33927E-07,0.9,0.9
0.913,0.913,0.913,1.45281E-07,0.9,0.9
0.914,0.914,0.914,1.56602E-07,0.9,0.9
0.915,0.915,0.915,1.67885E-07,0.9,0.9
0.916,0.916,0.916,1.79126E-07,0.9,0.9
0.917,0.917,0.917,1.90322E-07,0.9,0.9
0.918,0.918,0.918,2.01469E-07,0.9,0.9
0.919,0.919,0.919,2.12564E-07,0.9,0.9
0.92,0.92,0.92,2.23604E-07,0.9,0.9
0.921,0.921,0.921,2.34585E-07,0.9,0.9
0.922,0.922,0.922,2.45506E-07,0.9,0.9
0.923,0.923,0.923,2.56362E-07,0.9,0.9
0.924,0.924,0.924,2.67151E-07,0.9,0.9
0.925,0.925,0.925,2.77871E-07,0.9,0.9
0.926,0.926,0.926,2.88518E-07,0.9,0.9
0.927,0.927,0.927,2.99091E-07,0.9,0.9
0.928,0.928,0.928,3.09586E-07,0.9,0.9
0.929,0.929,0.929,3.20002E-07,0.9,0.9
0.93,0.93,0.93,3.30336E-07,0.9,0.9
0.931,0.931,0.931,3.40587E-07,0.9,0.9
0.932,0.932,0.932,3.50751E-07,0.9,0.9
0.933,0.933,0.933,3.60827E-07,0.9,0.9
0.934,0.934,0.934,3.70813E-07,0.9,0.9
0.935,0.935,0.935,3.80708E-07,0.9,0.9
0.936,0.936,0.936,3.90509E-07,0.9,0.9
0.937,0.937,0.937,4.00214E-07,0.9,0.9
0.938,0.938,0.938,4.09823E-07,0.9,0.9
0.939,0.939,0.939,4.19334E-07,0.9,0.9
0.94,0.94,0.94,4.28745E-07,0.9,0.9
0.941,0.941,0.941,4.38055E-07,0.9,0.9
0.942,0.942,0.942,4.47263E-07,0.9,0.9
0.943,0.943,0.943,4.56368E-07,0.9,0.9
0.944,0.944,0.944,4.65368E-07,0.9,0.9
0.945,0.945,0.945,4.74263E-07,0.9,0.9
0.946,0.946,0.946,4.83051E-07,0.9,0.9
0.947,0.947,0.947,4.91733E-07,0.9,0.9
0.948,0.948,0.948,5.00307E-07,0.9,0.9
0.949,0.949,0.949,5.08772E-07,0.9,0.9
0.95,0.95,0.95,5.17129E-07,0.9,0.9
0.951,0.951,0.951,5.25376E-07,0.9,0.9
0.952,0.952,0.952,5.33513E-07,0.9,0.9
0.953,0.953,0.953,5.4154E-07,0.9,0.9
0.954,0.954,0.954,5.49457E-07,0.9,0.9
0.955,0.955,0.955,5.57262E-07,0.9,0.9
0.956,0.956,0.956,5.64957E-07,0.9,0.9
0.957,0.957,0.957,5.72542E-07,0.9,0.9
0.958,0.958,0.958,5.80015E-07,0.9,0.9
0.959,0.959,0.959,5.87378E-07,0.9,0.9
0.96,0.96,0.96,5.9463E-07,0.9,0.9
0.961,0.961,0.961,6.01771E-07,0.9,0.9
0.962,0.962,0.962,6.08803E-07,0.9,0.9
0.963,0.963,0.963,6.15725E-07,0.9,0.9
0.964,0.964,0.964,6.22537E-07,0.9,0.9
0.965,0.965,0.965,6.29241E-07,0.9,0.9
0.966,0.966,0.966,6.35835E-07,0.9,0.9
0.967,0.967,0.967,6.42322E-07,0.9,0.9
0.968,0.968,0.968,6.48702E-07,0.9,0.9
0.969,0.969,0.969,6.54975E-07,0.9,0.9
0.97,0.97,0.97,6.61142E-07,0.9,0.9
0.971,0.971,0.971,6.67203E-07,0.9,0.9
0.972,0.972,0.972,6.7316E-07,0.9,0.9
0.973,0.973,0.973,6.79013E-07,0.9,0.9
0.974,0.974,0.974,6.84763E-07,0.9,0.9
0.975,0.975,0.975,6.90411E-07,0.9,0.9
0.976,0.976,0.976,6.95958E-07,0.9,0.9
0.977,0.977,0.977,7.01405E-07,0.9,0.9
0.978,0.978,0.978,7.06752E-07,0.9,0.9
0.979,0.979,0.979,7.12002E-07,0.9,0.9
0.98,0.98,0.98,7.17154E-07,0.9,0.9
0.981,0.981,0.981,7.22209E-07,0.9,0.9
0.982,0.982,0.982,7.2717E-07,0.9,0.9
0.983,0.983,0.983,7.32037E-07,0.9,0.9
0.984,0.984,0.984,7.3681E-07,0.9,0.9
0.985,0.985,0.985,7.41492E-07,0.9,0.9
0.986,0.986,0.986,7.46084E-07,0.9,0.9
0.987,0.987,0.987,7.50585E-07,0.9,0.9
0.988,0.988,0.988,7.54999E-07,0.9,0.9
0.989,0.989,0.989,7.59325E-07,0.9,0.9
0.99,0.99,0.99,7.63565E-07,0.9,0.9
0.991,0.991,0.991,7.67721E-07,0.9,0.9
0.992,0.992,0.992,7.71793E-07,0.9,0.9
0.993,0.993,0.993,7.75782E-07,0.9,0.9
0.994,0.994,0.994,7.79691E-07,0.9,0.9
0.995,0.995,0.995,7.83519E-07,0.9,0.9
0.996,0.996,0.996,7.87269E-07,0.9,0.9
0.997,0.997,0.997,7.90942E-07,0.9,0.9
0.998,0.998,0.998,7.94538E-07,0.9,0.9
0.999,0.999,0.999,7.98059E-07,0.9,0.9
1,1,1,8.01507E-07,0.9,0.9
1.001,1.001,1.001,8.04882E-07,0.9,0.9
1.002,1.002,1.002,8.08185E-07,0.9,0.9
1.003,1.003,1.003,8.11419E-07,0.9,0.9
1.004,1.004,1.004,8.14583E-07,0.9,0.9
1.005,1.005,1.005,8.1768E-07,0.9,0.9
1.006,1.006,1.006,8.20711E-07,0.9,0.9
1.007,1.007,1.007,8.23676E-07,0.9,0.9
1.008,1.008,1.008,8.26577E-07,0.9,0.9
1.009,1.009,1.009,8.29415E-07,0.9,0.9
1.01,1.01,1.01,8.32191E-07,0.9,0.9
1.011,1.011,1.011,8.34907E-07,0.9,0.9
1.012,1.012,1.012,8.37563E-07,0.9,0.9
1.013,1.013,1.013,8.40161E-07,0.9,0.9
1.014,1.014,1.014,8.42702E-07,0.9,0.9
1.015,1.015,1.015,8.45186E-07,0.9,0.9
1.016,1.016,1.016,8.47616E-07,0.9,0.9
1.017,1.017,1.017,8.49992E-07,0.9,0.9
1.018,1.018,1.018,8.52315E-07,0.9,0.9
1.019,1.019,1.019,8.54586E-07,0.9,0.9
1.02,1.02,1.02,8.56806E-07,0.9,0.9
1.021,1.021,1.021,8.58977E-07,0.9,0.9
1.022,1.022,1.022,8.61099E-07,0.9,0.9
1.023,1.023,1.023,8.63174E-07,0.9,0.9
1.024,1.024,1.024,8.65202E-07,0.9,0.9
1.025,1.025,1.025,8.67184E-07,0.9,0.9
1.026,1.026,1.026,8.69122E-07,0.9,0.9
1.027,1.027,1.027,8.71016E-07,0.9,0.9
1.028,1.028,1.028,8.72867E-07,0.9,0.9
1.029,1.029,1.029,8.74676E-07,0.9,0.9
1.03,1.03,1.03,8.76445E-07,0.9,0.9
1.031,1.031,1.031,8.78173E-07,0.9,0.9
1.032,1.032,1.032,8.79862E-07,0.9,0.9
1.033,1.033,1.033,8.81513E-07,0.9,0.9
1.034,1.034,1.034,8.83127E-07,0.9,0.9
1.035,1.035,1.035,8.84704E-07,0.9,0.9
1.036,1.036,1.036,8.86245E-07,0.9,0.9
1.037,1.037,1.037,8.87751E-07,0.9,0.9
1.038,1.038,1.038,8.89223E-07,0.9,0.9
1.039,1.039,1.039,8.90662E-07,0.9,0.9
1.04,1.04,1.04,8.92068E-07,0.9,0.9
1.041,1.041,1.041,8.93442E-07,0.9,0.9
1.042,1.042,1.042,8.94785E-07,0.9,0.9
1.043,1.043,1.043,8.96098E-07,0.9,0.9
1.044,1.044,1.044,8.97381E-07,0.9,0.9
1.045,1.045,1.045,8.98635E-07,0.9,0.9
1.046,1.046,1.046,8.99861E-07,0.9,0.9
1.047,1.047,1.047,9.01059E-07,0.9,0.9
1.048,1.048,1.048,9.0223E-07,0.9,0.9
1.049,1.049,1.049,9.03375E-07,0.9,0.9
1.05,1.05,1.05,9.04494E-07,0.9,0.9
1.051,1.051,1.051,9.05588E-07,0.9,0.9
1.052,1.052,1.052,9.06658E-07,0.9,0.9
1.053,1.053,1.053,9.07703E-07,0.9,0.9
1.054,1.054,1.054,9.08726E-07,0.9,0.9
1.055,1.055,1.055,9.09725E-07,0.9,0.9
1.056,1.056,1.056,9.10702E-07,0.9,0.9
1.057,1.057,1.057,9.11658E-07,0.9,0.9
1.058,1.058,1.058,9.12593E-07,0.9,0.9
1.059,1.059,1.059,9.13506E-07,0.9,0.9
1.06,1.06,1.06,9.144E-07,0.9,0.9
1.061,1.061,1.061,9.15274E-07,0.9,0.9
1.062,1.062,1.062,9.16129E-07,0.9,0.9
1.063,1.063,1.063,9.16966E-07,0.9,0.9
1.064,1.064,1.064,9.17784E-07,0.9,0.9
1.065,1.065,1.065,9.18584E-07,0.9,0.9
1.066,1.066,1.066,9.19368E-07,0.9,0.9
1.067,1.067,1.067,9.20134E-07,0.9,0.9
1.068,1.068,1.068,9.20884E-07,0.9,0.9
1.069,1.069,1.069,9.21618E-07,0.9,0.9
1.07,1.07,1.07,9.22336E-07,0.9,0.9
1.071,1.071,1.071,9.23039E-07,0.9,0.9
1.072,1.072,1.072,9.23727E-07,0.9,0.9
1.073,1.073,1.073,9.244E-07,0.9,0.9
1.074,1.074,1.074,9.25059E-07,0.9,0.9
1.075,1.075,1.075,9.25705E-07,0.9,0.9
1.076,1.076,1.076,9.26337E-07,0.9,0.9
1.077,1.077,1.077,9.26957E-07,0.9,0.9
1.078,1.078,1.078,9.27563E-07,0.9,0.9
1.079,1.079,1.079,9.28157E-07,0.9,0.9
1.08,1.08,1.08,9.28739E-07,0.9,0.9
1.081,1.081,1.081,9.29309E-07,0.9,0.9
1.082,1.082,1.082,9.29867E-07,0.9,0.9
1.083,1.083,1.083,9.30414E-07,0.9,0.9
1.084,1.084,1.084,9.30951E-07,0.9,0.9
1.085,1.085,1.085,9.31476E-07,0.9,0.9
1.086,1.086,1.086,9.31991E-07,0.9,0.9
1.087,1.087,1.087,9.32497E-07,0.9,0.9
1.088,1.088,1.088,9.32992E-07,0.9,0.9
1.089,1.089,1.089,9.33477E-07,0.9,0.9
1.09,1.09,1.09,9.33954E-07,0.9,0.9
1.091,1.091,1.091,9.34421E-07,0.9,0.9
1.092,1.092,1.092,9.34879E-07,0.9,0.9
1.093,1.093,1.093,9.35328E-07,0.9,0.9
1.094,1.094,1.094,9.35769E-07,0.9,0.9
1.095,1.095,1.095,9.36202E-07,0.9,0.9
1.096,1.096,1.096,9.36627E-07,0.9,0.9
1.097,1.097,1.097,9.37043E-07,0.9,0.9
1.098,1.098,1.098,9.37452E-07,0.9,0.9
1.099,1.099,1.099,9.37854E-07,0.9,0.9
1.1,1.1,1.1,9.38248E-07,0.9,0.9
1.101,1.101,1.101,9.38636E-07,0.9,0.9
1.102,1.102,1.102,9.39016E-07,0.9,0.9
1.103,1.103,1.103,9.3939E-07,0.9,0.9
1.104,1.104,1.104,9.39757E-07,0.9,0.9
1.105,1.105,1.105,9.40117E-07,0.9,0.9
1.106,1.106,1.106,9.40472E-07,0.9,0.9
1.107,1.107,1.107,9.4082E-07,0.9,0.9
1.108,1.108,1.108,9.41162E-07,0.9,0.9
1.109,1.109,1.109,9.41498E-07,0.9,0.9
1.11,1.11,1.11,9.41829E-07,0.9,0.9
1.111,1.111,1.111,9.42154E-07,0.9,0.9
1.112,1.112,1.112,9.42474E-07,0.9,0.9
1.113,1.113,1.113,9.42788E-07,0.9,0.9
1.114,1.114,1.114,9.43098E-07,0.9,0.9
1.115,1.115,1.115,9.43402E-07,0.9,0.9
1.116,1.116,1.116,9.43702E-07,0.9,0.9
1.117,1.117,1.117,9.43996E-07,0.9,0.9
1.118,1.118,1.118,9.44286E-07,0.9,0.9
1.119,1.119,1.119,9.44571E-07,0.9,0.9
1.12,1.12,1.12,9.44852E-07,0.9,0.9
1.121,1.121,1.121,9.45129E-07,0.9,0.9
1.122,1.122,1.122,9.45401E-07,0.9,0.9
1.123,1.123,1.123,9.45669E-07,0.9,0.9
1.124,1.124,1.124,9.45933E-07,0.9,0.9
1.125,1.125,1.125,9.46193E-07,0.9,0.9
1.126,1.126,1.126,9.46449E-07,0.9,0.9
1.127,1.127,1.127,9.46701E-07,0.9,0.9
1.128,1.128,1.128,9.4695E-07,0.9,0.9
1.129,1.129,1.129,9.47194E-07,0.9,0.9
1.13,1.13,1.13,9.47436E-07,0.9,0.9
1.131,1.131,1.131,9.47674E-07,0.9,0.9
1.132,1.132,1.132,9.47908E-07,0.9,0.9
1.133,1.133,1.133,9.48139E-07,0.9,0.9
1.134,1.134,1.134,9.48367E-07,0.9,0.9
1.135,1.135,1.135,9.48591E-07,0.9,0.9
1.136,1.136,1.136,9.48812E-07,0.9,0.9
1.137,1.137,1.137,9.49031E-07,0.9,0.9
1.138,1.138,1.138,9.49246E-07,0.9,0.9
1.139,1.139,1.139,9.49458E-07,0.9,0.9
1.14,1.14,1.14,9.49667E-07,0.9,0.9
1.141,1.141,1.141,9.49874E-07,0.9,0.9
1.142,1.142,1.142,9.50077E-07,0.9,0.9
1.143,1.143,1.143,9.50278E-07,0.9,0.9
1.144,1.144,1.144,9.50477E-07,0.9,0.9
1.145,1.145,1.145,9.50672E-07,0.9,0.9
1.146,1.146,1.146,9.50865E-07,0.9,0.9
1.147,1.147,1.147,9.51055E-07,0.9,0.9
1.148,1.148,1.148,9.51243E-07,0.9,0.9
1.149,1.149,1.149,9.51428E-07,0.9,0.9
1.15,1.15,1.15,9.51611E-07,0.9,0.9
1.151,1.151,1.151,9.51791E-07,0.9,0.9
1.152,1.152,1.152,9.51969E-07,0.9,0.9
1.153,1.153,1.153,9.52145E-07,0.9,0.9
1.154,1.154,1.154,9.52318E-07,0.9,0.9
1.155,1.155,1.155,9.52489E-07,0.9,0.9
1.156,1.156,1.156,9.52658E-07,0.9,0.9
1.157,1.157,1.157,9.52825E-07,0.9,0.9
1.158,1.158,1.158,9.52989E-07,0.9,0.9
1.159,1.159,1.159,9.53152E-07,0.9,0.9
1.16,1.16,1.16,9.53312E-07,0.9,0.9
1.161,1.161,1.161,9.5347E-07,0.9,0.9
1.162,1.162,1.162,9.53626E-07,0.9,0.9
1.163,1.163,1.163,9.5378E-07,0.9,0.9
1.164,1.164,1.164,9.53932E-07,0.9,0.9
1.165,1.165,1.165,9.54081E-07,0.9,0.9
1.166,1.166,1.166,9.54229E-07,0.9,0.9
1.167,1.167,1.167,9.54375E-07,0.9,0.9
1.168,1.168,1.168,9.54519E-07,0.9,0.9
1.169,1.169,1.169,9.54661E-07,0.9,0.9
1.17,1.17,1.17,9.54801E-07,0.9,0.9
1.171,1.171,1.171,9.54939E-07,0.9,0.9
1.172,1.172,1.172,9.55076E-07,0.9,0.9
1.173,1.173,1.173,9.5521E-07,0.9,0.9
1.174,1.174,1.174,9.55342E-07,0.9,0.9
1.175,1.175,1.175,9.55473E-07,0.9,0.9
1.176,1.176,1.176,9.55602E-07,0.9,0.9
1.177,1.177,1.177,9.55729E-07,0.9,0.9
1.178,1.178,1.178,9.55854E-07,0.9,0.9
1.179,1.179,1.179,9.55977E-07,0.9,0.9
1.18,1.18,1.18,9.56099E-07,0.9,0.9
1.181,1.181,1.181,9.56219E-07,0.9,0.9
1.182,1.182,1.182,9.56337E-07,0.9,0.9
1.183,1.183,1.183,9.56453E-07,0.9,0.9
1.184,1.184,1.184,9.56567E-07,0.9,0.9
1.185,1.185,1.185,9.5668E-07,0.9,0.9
1.186,1.186,1.186,9.56791E-07,0.9,0.9
1.187,1.187,1.187,9.569E-07,0.9,0.9
1.188,1.188,1.188,9.57008E-07,0.9,0.9
1.189,1.189,1.189,9.57114E-07,0.9,0.9
1.19,1.19,1.19,9.57218E-07,0.9,0.9
1.191,1.191,1.191,9.5732E-07,0.9,0.9
1.192,1.192,1.192,9.57421E-07,0.9,0.9
1.193,1.193,1.193,9.5752E-07,0.9,0.9
1.194,1.194,1.194,9.57617E-07,0.9,0.9
1.195,1.195,1.195,9.57712E-07,0.9,0.9
1.196,1.196,1.196,9.57806E-07,0.9,0.9
1.197,1.197,1.197,9.57899E-07,0.9,0.9
1.198,1.198,1.198,9.57989E-07,0.9,0.9
1.199,1.199,1.199,9.58078E-07,0.9,0.9
1.2,1.2,1.2,9.58165E-07,0.9,0.9
1.201,1.201,1.201,9.58251E-07,0.9,0.9
1.202,1.202,1.202,9.58335E-07,0.9,0.9
1.203,1.203,1.203,9.58417E-07,0.9,0.9
1.204,1.204,1.204,9.58498E-07,0.9,0.9
1.205,1.205,1.205,9.58577E-07,0.9,0.9
1.206,1.206,1.206,9.58655E-07,0.9,0.9
1.207,1.207,1.207,9.58731E-07,0.9,0.9
1.208,1.208,1.208,9.58805E-07,0.9,0.9
1.209,1.209,1.209,9.58878E-07,0.9,0.9
1.21,1.21,1.21,9.58949E-07,0.9,0.9
1.211,1.211,1.211,9.59019E-07,0.9,0.9
1.212,1.212,1.212,9.59087E-07,0.9,0.9
1.213,1.213,1.213,9.59154E-07,0.9,0.9
1.214,1.214,1.214,9.59219E-07,0.9,0.9
1.215,1.215,1.215,9.59283E-07,0.9,0.9
1.216,1.216,1.216,9.59345E-07,0.9,0.9
1.217,1.217,1.217,9.59405E-07,0.9,0.9
1.218,1.218,1.218,9.59465E-07,0.9,0.9
1.219,1.219,1.219,9.59522E-07,0.9,0.9
1.22,1.22,1.22,9.59579E-07,0.9,0.9
1.221,1.221,1.221,9.59634E-07,0.9,0.9
1.222,1.222,1.222,9.59687E-07,0.9,0.9
1.223,1.223,1.223,9.5974E-07,0.9,0.9
1.224,1.224,1.224,9.5979E-07,0.9,0.9
1.225,1.225,1.225,9.5984E-07,0.9,0.9
1.226,1.226,1.226,9.59888E-07,0.9,0.9
1.227,1.227,1.227,9.59935E-07,0.9,0.9
1.228,1.228,1.228,9.5998E-07,0.9,0.9
1.229,1.229,1.229,9.60025E-07,0.9,0.9
1.23,1.23,1.23,9.60067E-07,0.9,0.9
1.231,1.231,1.231,9.60109E-07,0.9,0.9
1.232,1.232,1.232,9.6015E-07,0.9,0.9
1.233,1.233,1.233,9.60189E-07,0.9,0.9
1.234,1.234,1.234,9.60227E-07,0.9,0.9
1.235,1.235,1.235,9.60264E-07,0.9,0.9
1.236,1.236,1.236,9.603E-07,0.9,0.9
1.237,1.237,1.237,9.60335E-07,0.9,0.9
1.238,1.238,1.238,9.60368E-07,0.9,0.9
1.239,1.239,1.239,9.60401E-07,0.9,0.9
1.24,1.24,1.24,9.60433E-07,0.9,0.9
1.241,1.241,1.241,9.60463E-07,0.9,0.9
1.242,1.242,1.242,9.60493E-07,0.9,0.9
1.243,1.243,1.243,9.60521E-07,0.9,0.9
1.244,1.244,1.244,9.60549E-07,0.9,0.9
1.245,1.245,1.245,9.60575E-07,0.9,0.9
1.246,1.246,1.246,9.60601E-07,0.9,0.9
1.247,1.247,1.247,9.60626E-07,0.9,0.9
1.248,1.248,1.248,9.6065E-07,0.9,0.9
1.249,1.249,1.249,9.60673E-07,0.9,0.9
1.25,1.25,1.25,9.60695E-07,0.9,0.9
1.251,1.251,1.251,9.60717E-07,0.9,0.9
1.252,1.252,1.252,9.60737E-07,0.9,0.9
1.253,1.253,1.253,9.60757E-07,0.9,0.9
1.254,1.254,1.254,9.60776E-07,0.9,0.9
1.255,1.255,1.255,9.60795E-07,0.9,0.9
1.256,1.256,1.256,9.60813E-07,0.9,0.9
1.257,1.257,1.257,9.6083E-07,0.9,0.9
1.258,1.258,1.258,9.60846E-07,0.9,0.9
1.259,1.259,1.259,9.60862E-07,0.9,0.9
1.26,1.26,1.26,9.60877E-07,0.9,0.9
1.261,1.261,1.261,9.60892E-07,0.9,0.9
1.262,1.262,1.262,9.60906E-07,0.9,0.9
1.263,1.263,1.263,9.60919E-07,0.9,0.9
1.264,1.264,1.264,9.60932E-07,0.9,0.9
1.265,1.265,1.265,9.60945E-07,0.9,0.9
1.266,1.266,1.266,9.60957E-07,0.9,0.9
1.267,1.267,1.267,9.60968E-07,0.9,0.9
1.268,1.268,1.268,9.60979E-07,0.9,0.9
1.269,1.269,1.269,9.6099E-07,0.9,0.9
1.27,1.27,1.27,9.61E-07,0.9,0.9
1.271,1.271,1.271,9.61009E-07,0.9,0.9
1.272,1.272,1.272,9.61019E-07,0.9,0.9
1.273,1.273,1.273,9.61028E-07,0.9,0.9
1.274,1.274,1.274,9.61036E-07,0.9,0.9
1.275,1.275,1.275,9.61044E-07,0.9,0.9
1.276,1.276,1.276,9.61052E-07,0.9,0.9
1.277,1.277,1.277,9.61059E-07,0.9,0.9
1.278,1.278,1.278,9.61067E-07,0.9,0.9
1.279,1.279,1.279,9.61073E-07,0.9,0.9
1.28,1.28,1.28,9.6108E-07,0.9,0.9
1.281,1.281,1.281,9.61086E-07,0.9,0.9
1.282,1.282,1.282,9.61092E-07,0.9,0.9
1.283,1.283,1.283,9.61098E-07,0.9,0.9
1.284,1.284,1.284,9.61104E-07,0.9,0.9
1.285,1.285,1.285,9.61109E-07,0.9,0.9
1.286,1.286,1.286,9.61114E-07,0.9,0.9
1.287,1.287,1.287,9.61119E-07,0.9,0.9
1.288,1.288,1.288,9.61123E-07,0.9,0.9
1.289,1.289,1.289,9.61128E-07,0.9,0.9
1.29,1.29,1.29,9.61132E-07,0.9,0.9
1.291,1.291,1.291,9.61136E-07,0.9,0.9
1.292,1.292,1.292,9.6114E-07,0.9,0.9
1.293,1.293,1.293,9.61143E-07,0.9,0.9
1.294,1.294,1.294,9.61147E-07,0.9,0.9
1.295,1.295,1.295,9.6115E-07,0.9,0.9
1.296,1.296,1.296,9.61153E-07,0.9,0.9
1.297,1.297,1.297,9.61156E-07,0.9,0.9
1.298,1.298,1.298,9.61159E-07,0.9,0.9
1.299,1.299,1.299,9.61162E-07,0.9,0.9
1.3,1.3,1.3,9.61165E-07,0.9,0.9
1.301,1.301,1.301,9.61167E-07,0.9,0.9
1.302,1.302,1.302,9.6117E-07,0.9,0.9
1.303,1.303,1.303,9.61172E-07,0.9,0.9
1.304,1.304,1.304,9.61174E-07,0.9,0.9
1.305,1.305,1.305,9.61176E-07,0.9,0.9
1.306,1.306,1.306,9.61178E-07,0.9,0.9
1.307,1.307,1.307,9.6118E-07,0.9,0.9
1.308,1.308,1.308,9.61182E-07,0.9,0.9
1.309,1.309,1.309,9.61184E-07,0.9,0.9
1.31,1.31,1.31,9.61185E-07,0.9,0.9
1.311,1.311,1.311,9.61187E-07,0.9,0.9
1.312,1.312,1.312,9.61188E-07,0.9,0.9
1.313,1.313,1.313,9.6119E-07,0.9,0.9
1.314,1.314,1.314,9.61191E-07,0.9,0.9
1.315,1.315,1.315,9.61192E-07,0.9,0.9
1.316,1.316,1.316,9.61194E-07,0.9,0.9
1.317,1.317,1.317,9.61195E-07,0.9,0.9
1.318,1.318,1.318,9.61196E-07,0.9,0.9
1.319,1.319,1.319,9.61197E-07,0.9,0.9
1.32,1.32,1.32,9.61198E-07,0.9,0.9
1.321,1.321,1.321,9.61199E-07,0.9,0.9
1.322,1.322,1.322,9.612E-07,0.9,0.9
1.323,1.323,1.323,9.61201E-07,0.9,0.9
1.324,1.324,1.324,9.61202E-07,0.9,0.9
1.325,1.325,1.325,9.61203E-07,0.9,0.9
1.326,1.326,1.326,9.61204E-07,0.9,0.9
1.327,1.327,1.327,9.61204E-07,0.9,0.9
1.328,1.328,1.328,9.61205E-07,0.9,0.9
1.329,1.329,1.329,9.61206E-07,0.9,0.9
1.33,1.33,1.33,9.61206E-07,0.9,0.9
1.331,1.331,1.331,9.61207E-07,0.9,0.9
1.332,1.332,1.332,9.61208E-07,0.9,0.9
1.333,1.333,1.333,9.61208E-07,0.9,0.9
1.334,1.334,1.334,9.61209E-07,0.9,0.9
1.335,1.335,1.335,9.61209E-07,0.9,0.9
